2021-11-02 17:29:01,579  main INFO  SERVICES.REPOSITORY - RepositoryServiceImpl.initRepository() : repository name=localrepo is using class=com.apigee.services.repository.filesystem.FileSystemRepository
2021-11-02 17:29:01,593  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : RepositoryService
2021-11-02 17:29:01,593  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : DeploymentStatusService has these dependencies [ [NameRegistration{name=RepositoryService}, NameRegistration{name=ComponentConfigurationService}] ]
2021-11-02 17:29:01,595  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CpsRuntimeService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=ServerBindService}, NameRegistration{name=OrganizationService}] ]
2021-11-02 17:29:01,595  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ComponentConfigurationService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,595  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : SecurityService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=RepositoryService}, NameRegistration{name=EventService}, NameRegistration{name=UserService}, NameRegistration{name=ResourceService}, NameRegistration{name=HttpClientService}] ]
2021-11-02 17:29:01,609  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : EncryptionKeyService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=RepositoryService}] ]
2021-11-02 17:29:01,609  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : EventService that implements InitializeAwareService
2021-11-02 17:29:01,609  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : EventService
2021-11-02 17:29:01,609  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CacheService has these dependencies [ [NameRegistration{name=EventService}, NameRegistration{name=ClusterService}, NameRegistration{name=MetricsService}, NameRegistration{name=DataStoreService}, NameRegistration{name=CpsRuntimeService}, NameRegistration{name=HttpClientService}] ]
2021-11-02 17:29:01,613  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : OrganizationService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=RepositoryService}] ]
2021-11-02 17:29:01,613  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : StorageService has these dependencies [ [NameRegistration{name=RepositoryService}, NameRegistration{name=FeatureService}] ]
2021-11-02 17:29:01,614  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : DataStoreService has these dependencies [ [NameRegistration{name=ComponentConfigurationService}] ]
2021-11-02 17:29:01,614  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : WebService that implements InitializeAwareService
2021-11-02 17:29:01,637  main WARN  THREADPOOL_MANAGER - ThreadPoolManager.getIntValue() : Invalid value null for property script.pool.size, applying default value 10
2021-11-02 17:29:01,638  main WARN  THREADPOOL_MANAGER - ThreadPoolManager.getLongValue() : Invalid value null for property keepalive.time, applying default value 60000
2021-11-02 17:29:01,638  main WARN  THREADPOOL_MANAGER - ThreadPoolManager.getIntValue() : Invalid value null for property timer.pool.size, applying default value 10
2021-11-02 17:29:01,638  main INFO  THREADPOOL_MANAGER - ThreadPoolManager.<init>() : Capacity Threshold set to 300. Low water mark 250
2021-11-02 17:29:01,638  main WARN  THREADPOOL_MANAGER - ThreadPoolManager.getIntValue() : Invalid value null for property javascript.pool.percent, applying default value 30
2021-11-02 17:29:01,714  main INFO  REST - Container.getConnectors() : Container.getConnectors() - Serving http and http2 on port - 8082
